player,nation,position,squad,competition,age,born,90s,yellow_cards,red_cards,second_yellowcards,fouls_commited,fouls_drawn,offsides,crosses,interceptions,tackles_won,pk_won,pk_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerial_won%
Olivier Deman,BEL,DF,Werder Bremen,Bundesliga,24,2000,0.7,1,0,0,1,2,0,6,3,3,0,0,0,5,4,0,100
Ali Dembélé,FRA,DF,Torino,Serie A,20,2004,4.3,4,1,1,9,7,0,7,1,5,0,1,0,15,5,11,31.3
Ousmane Dembélé,FRA,FW,Paris S-G,Ligue 1,27,1997,19.2,1,0,0,8,14,9,80,9,5,1,0,0,39,4,6,40
Ermedin Demirović,BIH,FW,Stuttgart,Bundesliga,26,1998,20.6,2,0,0,24,27,17,3,3,7,0,0,0,33,34,47,42
Sepp van den Berg,NED,DF,Brentford,Premier League,22,2001,28.7,3,0,0,23,5,1,7,21,24,1,0,0,97,94,77,55
Rémy Descamps,FRA,GK,Lyon,Ligue 1,28,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arthur Desmas,FRA,GK,Le Havre,Ligue 1,30,1994,18,2,0,0,1,6,0,0,0,0,0,1,0,12,2,0,100
Justin Devenny,NIR,MF,Crystal Palace,Premier League,20,2003,5.6,1,0,0,8,0,1,17,0,12,0,0,0,27,2,13,13.3
Kiernan Dewsbury-Hall,ENG,"MF,FW",Chelsea,Premier League,25,1998,2.9,0,0,0,4,6,0,2,2,5,0,0,0,9,0,1,0
Michele Di Gregorio,ITA,GK,Juventus,Serie A,27,1997,33,0,0,0,0,7,0,0,1,0,0,0,0,36,7,1,87.5
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,30,1993,37,6,0,0,46,51,5,63,31,44,0,0,0,94,45,46,49.5
Boulaye Dia,SEN,"MF,FW",Lazio,Serie A,27,1996,24.2,2,0,0,23,24,4,2,6,10,1,0,0,55,21,56,27.3
Mouctar Diakhaby,GUI,DF,Valencia,La Liga,27,1996,7.3,0,0,0,2,4,0,1,11,3,0,0,0,23,18,5,78.3
Mamadou Diakhon,FRA,"FW,MF",Reims,Ligue 1,18,2005,9.5,2,0,0,5,22,0,33,4,8,1,0,0,38,1,13,7.1
Bafodé Diakité,FRA,DF,Lille,Ligue 1,23,2001,30.7,8,1,1,44,17,1,4,27,18,0,1,0,139,61,23,72.6
Oumar Diakité,CIV,FW,Reims,Ligue 1,20,2003,18.1,6,0,0,27,25,11,7,3,13,0,0,0,59,25,59,29.8
Amad Diallo,CIV,"MF,FW",Manchester Utd,Premier League,22,2002,21.1,5,0,0,21,28,9,42,11,31,2,0,0,109,10,15,40
Assane Diao,SEN,"FW,MF",Como,Serie A,18,2005,13.9,2,0,0,20,49,6,12,3,14,0,0,0,41,16,34,32
Assane Diao,SEN,FW,Betis,La Liga,18,2005,3.1,0,0,0,4,4,2,4,0,3,0,0,0,12,8,6,57.1
Habib Diarra,SEN,"MF,FW",Strasbourg,Ligue 1,20,2004,26.1,6,0,0,26,52,1,54,13,13,1,0,0,90,12,16,42.9
Moussa Diarra,MLI,DF,Alavés,La Liga,23,2000,20.7,6,0,0,28,24,1,23,21,24,1,1,0,76,31,29,51.7
Rúben Dias,POR,DF,Manchester City,Premier League,27,1997,25.2,4,0,0,12,8,0,3,20,11,0,1,1,78,37,34,52.1
Krépin Diatta,SEN,"DF,FW",Monaco,Ligue 1,25,1999,5.6,3,0,0,14,7,2,15,9,12,0,0,0,36,15,9,62.5
Kandet Diawara,GUI,FW,Le Havre,Ligue 1,24,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mahamadou Diawara,FRA,MF,Le Havre,Ligue 1,19,2005,6.5,0,0,0,15,7,0,5,13,12,0,0,0,40,2,7,22.2
Mahamadou Diawara,FRA,MF,Lyon,Ligue 1,19,2005,0.2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,
Brahim Díaz,MAR,"FW,MF",Real Madrid,La Liga,24,1999,15.4,0,0,0,14,34,1,8,4,19,0,0,0,54,3,14,17.6
Daniel Díaz,ESP,MF,Real Sociedad,La Liga,18,2006,0.1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,100
Luis Díaz,COL,FW,Liverpool,Premier League,27,1997,26.7,2,0,0,48,31,10,32,7,26,2,0,0,105,13,38,25.5
Pedro Díaz,ESP,MF,Rayo Vallecano,La Liga,26,1998,13.5,2,0,0,7,6,0,42,7,15,0,0,0,80,5,8,38.5
Tyler Dibling,ENG,"FW,MF",Southampton,Premier League,18,2006,20.8,6,0,0,30,50,2,28,8,20,2,0,0,80,10,25,28.6
Diego,ESP,FW,Leganés,La Liga,24,2000,13.3,2,0,0,22,23,7,5,2,1,1,0,0,25,43,83,34.1
Justin Diehl,GER,"FW,DF",Stuttgart,Bundesliga,19,2004,1.2,0,0,0,2,0,0,10,0,0,0,0,0,8,0,1,0
Bamba Dieng,SEN,FW,Angers,Ligue 1,24,2000,5.9,1,0,0,9,13,4,5,0,1,1,0,0,5,9,24,27.3
Eric Dier,ENG,DF,Bayern Munich,Bundesliga,30,1994,16.3,1,0,0,16,4,1,2,20,11,0,0,0,80,52,43,54.7
Lucas Digne,FRA,DF,Aston Villa,Premier League,31,1993,26.1,4,0,0,21,16,7,140,25,38,0,0,0,104,37,28,56.9
Kembo Diliwidi,FRA,DF,Lens,Ligue 1,18,2006,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
Federico Dimarco,ITA,"DF,FW",Inter,Serie A,26,1997,23.8,3,0,0,18,11,8,188,14,14,0,0,0,76,7,13,35
Stole Dimitrievski,MKD,GK,Valencia,La Liga,30,1993,4,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,
Junior Dina Ebimbe,FRA,"MF,FW",Eint Frankfurt,Bundesliga,23,2000,3.3,0,0,0,10,4,1,8,7,2,0,1,0,11,8,4,66.7
Eren Dinkçi,GER,"MF,FW",Freiburg,Bundesliga,22,2001,13.3,1,0,0,9,6,1,15,7,13,1,0,0,55,6,14,30
Sinaly Diomande,CIV,DF,Auxerre,Ligue 1,23,2001,21.6,6,0,0,24,19,0,1,30,19,0,1,1,86,28,22,56
Yan Diomandé,CIV,"MF,FW",Leganés,La Liga,17,2006,6.1,1,0,0,8,16,2,12,8,9,0,0,0,41,3,12,20
Lois Diony,FRA,FW,Angers,Ligue 1,31,1992,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100
Issa Diop,FRA,DF,Fulham,Premier League,27,1997,14.9,2,0,0,10,4,0,1,9,12,0,0,1,45,20,12,62.5
Sérigné Diop,SEN,FW,Brest,Ligue 1,19,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sofiane Diop,FRA,"MF,FW",Nice,Ligue 1,24,2000,11.8,3,0,0,17,19,3,33,17,16,0,0,0,73,3,8,27.3
Andy Diouf,FRA,MF,Lens,Ligue 1,21,2003,24.7,2,0,0,43,21,2,30,15,26,0,1,0,154,18,31,36.7
Yehvann Diouf,SEN,GK,Reims,Ligue 1,24,1999,34,1,0,0,0,3,0,0,1,1,0,0,0,45,6,0,100
Assane Dioussé,SEN,MF,Auxerre,Ligue 1,26,1997,7.4,1,0,0,18,11,0,1,12,7,0,0,0,41,1,3,25
Axel Disasi,FRA,DF,Aston Villa,Premier League,26,1998,5.4,2,0,0,3,2,2,1,5,5,0,0,0,15,8,6,57.1
Axel Disasi,FRA,DF,Chelsea,Premier League,26,1998,4,1,0,0,2,0,0,0,2,4,0,0,0,15,5,2,71.4
Roman Dixon,ENG,DF,Everton,Premier League,19,2004,1,0,0,0,0,0,0,0,1,5,0,0,0,6,0,3,0
Álvaro djaló,ESP,FW,Athletic Club,La Liga,24,1999,7.3,2,0,0,19,14,5,14,1,5,0,0,0,28,10,19,34.5
Djené,TOG,"DF,MF",Getafe,La Liga,32,1991,28.3,10,1,0,40,26,1,32,21,13,0,0,0,102,43,30,58.9
Nasser Djiga,BFA,DF,Wolves,Premier League,21,2002,0.7,0,0,0,0,1,0,0,2,0,0,0,0,2,1,1,50
Berat Djimsiti,ALB,DF,Atalanta,Serie A,31,1993,29.3,6,0,0,23,21,0,11,40,33,0,1,1,102,90,58,60.8
Marko Dmitrović,SRB,GK,Leganés,La Liga,32,1992,32,0,0,0,1,6,0,0,0,1,0,1,0,37,13,0,100
Ritsu Doan,JPN,"FW,MF",Freiburg,Bundesliga,26,1998,31.8,2,0,0,27,56,8,80,14,42,1,1,0,133,16,36,30.8
Dodô,BRA,DF,Fiorentina,Serie A,25,1998,33.6,8,0,0,24,60,2,142,34,29,2,0,0,183,12,16,42.9
Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,26,1998,34,4,0,0,36,14,2,10,44,24,0,1,0,97,93,75,55.4
Matt Doherty,IRL,DF,Wolves,Premier League,32,1992,23.4,6,0,0,18,11,2,22,22,21,0,0,1,106,56,21,72.7
Jeremy Doku,BEL,"FW,MF",Manchester City,Premier League,22,2002,16.8,1,0,0,10,33,5,59,4,22,0,0,0,63,0,12,0
Marc Domenech,ESP,"FW,MF",Mallorca,La Liga,18,2006,3.4,0,0,0,5,1,0,4,0,4,0,0,0,8,8,7,53.3
Álex Domínguez,ESP,GK,Toulouse,Ligue 1,26,1998,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Benjamín Domínguez,ARG,FW,Bologna,Serie A,20,2003,14.2,0,0,0,10,31,4,11,4,7,0,0,0,62,2,21,8.7
Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,23,2001,13.1,1,0,0,8,10,0,0,13,11,0,0,1,45,28,15,65.1
Israel Domínguez,ESP,FW,Sevilla,La Liga,21,2003,0.2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Nicolás Domínguez,ARG,"MF,FW",Nott'ham Forest,Premier League,26,1998,21.8,9,0,0,33,18,1,7,29,45,0,0,0,114,27,23,54
Sergi Dominguez,ESP,DF,Barcelona,La Liga,19,2005,1.9,1,0,0,2,0,0,0,3,1,0,1,0,8,1,3,25
Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,25,1999,23.2,2,0,0,0,3,0,0,0,1,0,0,0,40,4,0,100
Patrick Dorgu,DEN,DF,Manchester Utd,Premier League,19,2004,9.4,3,1,0,17,28,3,39,4,24,0,0,0,37,15,9,62.5
Patrick Dorgu,DEN,"DF,FW",Lecce,Serie A,19,2004,20.4,2,1,0,24,55,4,40,18,27,1,0,1,99,31,21,59.6
Alfie Dorrington,ENG,DF,Tottenham,Premier League,19,2005,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
Niklas Dorsch,GER,MF,Augsburg,Bundesliga,26,1998,0.4,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,
Niklas Dorsch,GER,MF,Heidenheim,Bundesliga,26,1998,14.8,5,1,0,15,20,0,37,17,16,0,0,0,74,7,9,43.8
Alberto Dossena,ITA,DF,Como,Serie A,25,1998,20.3,1,1,0,22,16,0,1,22,20,0,2,0,68,59,24,71.1
Abdoulaye Doucouré,MLI,MF,Everton,Premier League,31,1993,28.5,5,1,1,49,5,10,23,10,28,0,0,0,150,30,44,40.5
Cheick Doucouré,MLI,MF,Crystal Palace,Premier League,24,2000,5,1,0,0,7,7,0,1,11,8,0,0,0,31,5,5,50
Sékou Doucoure,FRA,DF,Nantes,Ligue 1,19,2005,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Désiré Doué,FRA,"FW,MF",Paris S-G,Ligue 1,19,2005,19.2,1,0,0,28,44,1,78,13,30,2,0,0,93,8,10,44.4
Guela Doué,CIV,DF,Strasbourg,Ligue 1,21,2002,30.2,7,0,0,41,19,0,46,34,45,0,1,0,162,58,37,61.1
Douglas,BRA,MF,Nantes,Ligue 1,27,1997,25.6,8,0,0,42,36,0,10,32,42,0,1,0,111,23,35,39.7
Ismaël Doukouré,FRA,"DF,MF",Strasbourg,Ligue 1,21,2003,29.3,7,0,0,30,17,0,1,25,22,0,0,1,103,26,16,61.9
Issa Doumbia,ITA,MF,Venezia,Serie A,20,2003,10.4,0,0,0,18,12,0,10,9,8,0,0,0,45,18,21,46.2
Kamory Doumbia,MLI,"MF,FW",Brest,Ligue 1,21,2003,14.7,1,0,0,17,22,1,48,28,29,0,0,0,87,10,22,31.3
Amidou Doumbouya,FRA,DF,Nice,Ligue 1,16,2007,0.5,0,0,0,0,0,0,2,1,1,0,0,0,6,0,0,
Anastasios Douvikas,GRE,FW,Como,Serie A,24,1999,6.4,1,0,0,13,17,1,2,1,2,0,0,0,11,8,19,29.6
Anastasios Douvikas,GRE,FW,Celta Vigo,La Liga,24,1999,7.8,2,0,0,10,27,9,1,3,4,0,0,0,15,14,23,37.8
Artem Dovbyk,UKR,FW,Roma,Serie A,27,1997,26.9,0,0,0,30,16,22,1,2,2,0,0,0,26,42,60,41.2
Flynn Downes,ENG,MF,Southampton,Premier League,25,1999,23.9,12,0,0,50,39,0,4,32,25,0,0,0,83,17,17,50
Tommy Doyle,ENG,MF,Wolves,Premier League,22,2001,5.4,1,0,0,5,5,0,15,5,6,0,0,0,43,1,6,14.3
Radu Drăgușin,ROU,DF,Tottenham,Premier League,22,2002,13.9,1,0,0,6,10,0,1,15,6,0,0,0,48,33,22,60
Patrick Drewes,GER,GK,Bochum,Bundesliga,31,1993,21,2,0,0,1,3,0,0,0,0,0,1,0,36,3,0,100
Tim Drexler,GER,DF,Hoffenheim,Bundesliga,19,2005,4,2,0,0,8,2,0,1,1,7,0,0,0,10,2,12,14.3
Domingos Duarte,POR,DF,Getafe,La Liga,29,1995,20.7,4,2,1,24,13,0,0,18,15,0,2,0,63,28,18,60.9
Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,35,1989,10,0,0,0,0,1,0,0,0,0,0,0,0,18,4,0,100
Marvin Ducksch,GER,FW,Werder Bremen,Bundesliga,30,1994,26.9,3,0,0,6,17,14,167,8,7,0,0,0,65,19,29,39.6
Ondrej Duda,SVK,MF,Hellas Verona,Serie A,29,1994,26.6,12,1,1,51,57,0,89,31,27,0,0,0,188,14,15,48.3
Duk,CPV,"MF,FW",Leganés,La Liga,24,2000,2,1,0,0,5,13,0,8,1,4,0,0,0,11,2,5,28.6
Denzel Dumfries,NED,"DF,FW",Inter,Serie A,28,1996,20.7,4,0,0,53,18,6,54,6,15,2,0,0,65,57,18,76
Alfred Duncan,GHA,MF,Venezia,Serie A,31,1993,10.6,2,0,0,22,11,0,17,8,8,0,0,0,52,10,8,55.6
Lewis Dunk,ENG,DF,Brighton,Premier League,32,1991,23.1,5,0,0,7,11,2,5,13,10,0,0,1,104,51,31,62.2
Jáder Durán,COL,FW,Aston Villa,Premier League,20,2003,7.1,3,1,0,14,15,5,3,0,7,0,0,0,19,19,19,50
Pablo Durán,ESP,"FW,MF",Celta Vigo,La Liga,23,2001,15.5,3,0,0,32,18,7,18,8,9,0,0,0,46,13,32,28.9
Julien Duranville,BEL,"FW,MF",Dortmund,Bundesliga,18,2006,3.1,3,0,0,10,7,2,13,0,0,1,0,0,5,0,1,0
Hugo Duro,ESP,FW,Valencia,La Liga,24,1999,24.1,5,0,0,38,50,7,7,10,8,2,1,1,46,59,101,36.9
Jean-Kevin Duverne,HAI,DF,Nantes,Ligue 1,27,1997,6,2,0,0,14,6,0,9,8,12,0,0,0,20,9,3,75
Paulo Dybala,ARG,"FW,MF",Roma,Serie A,30,1993,15.7,2,0,0,6,60,6,62,2,7,2,0,0,63,8,17,32
Stefan Džodić,SRB,"DF,MF",Montpellier,Ligue 1,19,2005,2.7,2,1,0,4,2,0,0,5,5,0,0,0,10,2,6,25
Adam Dźwigała,POL,"DF,MF",St. Pauli,Bundesliga,28,1995,4.1,2,1,0,5,3,0,3,4,10,0,0,0,13,13,4,76.5
Aron Dønnum,NOR,"DF,MF",Toulouse,Ligue 1,26,1998,29.9,6,0,0,38,55,0,117,28,35,0,0,0,171,12,17,41.4
Enzo Ebosse,CMR,DF,Udinese,Serie A,25,1999,1,1,0,0,1,0,0,0,1,0,0,0,0,5,1,0,100
Tyronne Ebuehi,NGA,"DF,MF",Empoli,Serie A,28,1995,0.8,0,0,0,0,2,0,2,2,2,0,0,0,6,3,2,60
Claudio Echeverri,ARG,FW,Manchester City,Premier League,18,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Ederson,BRA,GK,Manchester City,Premier League,30,1993,25.8,4,0,0,1,0,0,0,1,0,0,1,0,42,4,1,80
Éderson,BRA,MF,Atalanta,Serie A,25,1999,32,5,1,1,31,53,0,23,35,32,0,0,0,186,53,36,59.6
Noah Edjouma,FRA,"MF,FW",Toulouse,Ligue 1,18,2005,1.9,0,1,0,4,3,0,6,2,2,0,0,0,8,2,3,40
George Edmundson,ENG,DF,Ipswich Town,Premier League,26,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Odsonne Édouard,FRA,"MF,FW",Crystal Palace,Premier League,26,1998,1.3,0,0,0,4,0,2,1,0,0,0,0,0,5,1,4,20
Odsonne Édouard,FRA,FW,Leicester City,Premier League,26,1998,0.3,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,50
Samuel Edozie,ENG,"DF,FW",Southampton,Premier League,21,2003,0.7,1,0,0,2,1,0,4,0,1,0,0,0,1,0,0,
Ronnie Edwards,ENG,DF,Southampton,Premier League,21,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Johannes Eggestein,GER,FW,St. Pauli,Bundesliga,26,1998,20.6,3,0,0,11,12,14,35,0,3,0,0,0,58,28,85,24.8
Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,27,1996,31.6,4,0,0,22,24,1,9,39,32,0,0,0,154,60,56,51.7
Kingsley Ehizibue,NED,DF,Udinese,Serie A,29,1995,27.8,5,0,0,33,33,5,61,23,35,0,0,0,110,29,33,46.8
Chidera Ejuke,NGA,FW,Sevilla,La Liga,26,1998,10.7,0,0,0,6,16,4,22,5,13,0,0,0,63,4,9,30.8
Jeff Ekhator,ITA,"FW,MF",Genoa,Serie A,17,2006,8.5,1,0,0,15,13,3,10,2,4,0,0,0,32,15,32,31.9
Hugo Ekitike,FRA,FW,Eint Frankfurt,Bundesliga,22,2002,28.5,1,0,0,39,17,19,17,7,12,1,0,0,87,52,59,46.8
Jurgen Ekkelenkamp,NED,MF,Udinese,Serie A,24,2000,21,2,0,0,29,14,2,12,12,25,0,0,0,82,18,13,58.1
Jacques Ekomie,GAB,"DF,FW",Angers,Ligue 1,20,2003,7.7,1,0,0,11,21,1,23,4,14,0,0,0,33,11,13,45.8
Emmanuel Ekong,SWE,"MF,FW",Empoli,Serie A,22,2002,2.1,1,0,0,3,5,1,0,1,3,0,0,0,10,2,7,22.2
Caleb Ekuban,GHA,FW,Genoa,Serie A,30,1994,6.2,1,0,0,15,9,5,3,1,3,0,0,0,20,12,19,38.7
Pierre Ekwah Elimby,FRA,MF,Saint-Étienne,Ligue 1,22,2002,28.6,3,0,0,42,38,0,5,47,33,0,0,0,154,30,13,69.8
Anthony Elanga,SWE,"FW,MF",Nott'ham Forest,Premier League,22,2002,27.8,1,0,0,9,47,18,185,6,14,0,0,0,89,24,37,39.3
Meschak Elia,COD,FW,Nantes,Ligue 1,26,1997,1.9,0,0,0,7,2,0,14,0,5,0,0,0,14,2,3,40
Mikael Ellertsson,ISL,"DF,MF",Venezia,Serie A,22,2002,27.4,2,0,0,22,44,2,28,17,26,0,0,0,74,16,16,50
Harvey Elliott,ENG,MF,Liverpool,Premier League,21,2003,4.1,1,0,0,0,1,1,12,1,3,0,0,0,15,1,2,33.3
Elif Elmas,MKD,"FW,MF",Torino,Serie A,24,1999,11.3,0,0,0,13,14,2,23,6,7,0,0,0,33,2,3,40
Elif Elmas,MKD,MF,RB Leipzig,Bundesliga,24,1999,0.5,1,0,0,2,0,1,0,0,1,0,0,0,3,0,1,0
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,30,1994,16.2,2,1,0,25,18,1,4,11,11,0,0,0,53,29,25,53.7
Nico Elvedi,SUI,DF,Gladbach,Bundesliga,27,1996,23.7,1,0,0,9,14,1,1,30,23,0,0,1,89,46,44,51.1
Adri Embarba,ESP,"FW,MF",Rayo Vallecano,La Liga,32,1992,17.9,4,0,0,25,21,14,114,13,20,0,0,0,67,13,33,28.3
Breel Embolo,SUI,"FW,MF",Monaco,Ligue 1,27,1997,20.5,5,0,0,27,43,11,6,3,17,2,0,0,58,30,30,50
Emanuel Emegha,NED,FW,Strasbourg,Ligue 1,21,2003,25.5,5,0,0,36,37,27,0,1,6,0,0,0,60,26,39,40
Emerson,BRA,DF,Milan,Serie A,25,1999,15.3,5,0,0,34,32,0,45,14,28,0,0,0,59,24,14,63.2
Yunus Emre Konak,TUR,"FW,MF",Brentford,Premier League,18,2006,0.5,0,0,0,3,1,0,0,0,4,0,0,0,2,5,9,35.7
Julio Enciso,PAR,"MF,FW",Ipswich Town,Premier League,20,2004,9.7,3,0,0,9,21,0,21,1,9,0,1,0,43,8,17,32
Julio Enciso,PAR,"MF,FW",Brighton,Premier League,20,2004,3.3,0,0,0,3,7,0,20,0,0,0,0,0,15,6,5,54.5
Wataru Endo,JPN,"MF,DF",Liverpool,Premier League,31,1993,3,0,0,0,15,7,0,1,6,8,0,0,0,14,3,4,42.9
Endrick,BRA,FW,Real Madrid,La Liga,18,2006,4,1,0,0,10,9,2,2,4,1,1,0,0,7,6,4,60
Yannik Engelhardt,GER,"MF,DF",Como,Serie A,23,2001,12.9,4,0,0,21,20,1,1,11,12,0,0,0,62,11,9,55
Arne Engels,BEL,"MF,FW",Augsburg,Bundesliga,20,2003,0.9,1,0,0,3,1,0,4,0,0,0,0,0,0,1,0,100
Christian Eriksen,DEN,MF,Manchester Utd,Premier League,32,1992,11.8,4,0,0,8,3,0,85,7,9,0,0,0,62,2,6,25
Martin Erlic,CRO,DF,Bologna,Serie A,26,1998,3.7,0,0,0,7,7,0,0,2,0,1,0,0,11,10,9,52.6
Patrick Erras,GER,DF,Holstein Kiel,Bundesliga,29,1995,9.2,2,0,0,11,0,0,0,9,5,0,0,0,24,27,16,62.8
Alfonso Espino,URU,DF,Rayo Vallecano,La Liga,32,1992,9.3,4,0,0,18,15,0,24,12,24,0,1,0,55,14,11,56
Sebastiano Esposito,ITA,"FW,MF",Empoli,Serie A,22,2002,25.9,1,0,0,47,56,10,55,12,29,2,0,0,106,26,56,31.7
Romain Esse,ENG,MF,Crystal Palace,Premier League,19,2005,1.5,0,0,0,2,3,0,0,1,6,0,0,0,9,3,2,60
Samuel Essende,COD,FW,Augsburg,Bundesliga,26,1998,18.2,4,2,0,45,34,13,5,0,6,0,0,0,42,57,73,43.8
Dario Essugo,POR,MF,Las Palmas,La Liga,19,2005,21.5,11,2,2,37,30,0,1,42,45,0,1,0,118,30,32,48.4
Estanis,ESP,FW,Bologna,Serie A,20,2003,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Nahuel Estévez,ARG,MF,Parma,Serie A,28,1995,7.3,3,0,0,9,9,0,16,3,6,0,0,0,28,14,3,82.4
Pervis Estupiñán,ECU,DF,Brighton,Premier League,26,1998,26.7,5,0,0,36,20,3,119,37,43,0,0,0,147,46,26,63.9
Etienne Eto'o,CMR,FW,Rayo Vallecano,La Liga,21,2002,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,75
Karl Etta,CMR,"MF,FW",Villarreal,La Liga,20,2003,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100
Evanilson,BRA,FW,Bournemouth,Premier League,24,1999,25.8,1,1,0,37,53,20,0,1,10,5,0,0,67,42,62,40.4
Jake Evans,,FW,Leicester City,Premier League,,,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Jonny Evans,NIR,DF,Manchester Utd,Premier League,36,1988,3.5,1,0,0,5,6,0,0,5,6,0,0,0,16,9,3,75
Edu Expósito,ESP,MF,Espanyol,La Liga,27,1996,11.6,3,0,0,14,22,2,66,15,13,0,0,0,63,11,11,50
Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,26,1998,28.8,1,0,0,13,51,9,110,11,22,0,0,0,146,7,37,15.9
Abde Ezzalzouli,MAR,"FW,MF",Betis,La Liga,22,2001,22,2,0,0,23,38,4,49,7,25,2,0,0,102,26,37,41.3
Giovanni Fabbian,ITA,MF,Bologna,Serie A,21,2003,11.4,2,0,0,21,22,1,9,2,6,0,0,0,31,19,35,35.2
Łukasz Fabiański,POL,GK,West Ham,Premier League,39,1985,12.9,2,0,0,2,1,0,0,0,0,0,2,0,5,3,1,75
Alieu Fadera,GAM,"FW,DF",Como,Serie A,22,2001,18.3,2,1,0,40,50,14,39,12,47,0,0,0,95,11,15,42.3
Wout Faes,BEL,DF,Leicester City,Premier League,26,1998,31.3,4,0,0,23,11,1,5,26,26,0,0,0,90,45,36,55.6
Nicolò Fagioli,ITA,MF,Fiorentina,Serie A,23,2001,10.7,0,0,0,8,14,0,27,5,10,0,0,0,46,1,4,20
Nicolò Fagioli,ITA,MF,Juventus,Serie A,23,2001,6.3,4,0,0,11,5,0,13,2,10,0,0,0,33,2,2,50
Romain Faivre,FRA,"MF,FW",Brest,Ligue 1,26,1998,10,2,0,0,6,23,1,26,4,10,0,0,0,42,7,10,41.2
Wladimiro Falcone,ITA,GK,Lecce,Serie A,29,1995,38,2,0,0,1,10,0,0,0,0,0,1,0,32,13,0,100
Davide Faraoni,ITA,DF,Hellas Verona,Serie A,32,1991,2.9,1,0,0,7,1,2,12,2,9,0,0,0,9,1,9,10
Abdul Fatawu Issahaku,GHA,FW,Leicester City,Premier League,20,2004,6.4,0,0,0,11,20,2,30,4,15,0,0,0,38,14,13,51.9
Ansu Fati,ESP,FW,Barcelona,La Liga,21,2002,2.6,1,0,0,2,2,2,0,1,1,0,0,0,7,2,7,22.2
Khalil Fayad,FRA,"MF,FW",Montpellier,Ligue 1,20,2004,11.4,5,0,0,21,27,1,20,10,16,0,0,1,74,9,6,60
Jacopo Fazzini,ITA,MF,Empoli,Serie A,21,2003,15.4,1,1,0,23,32,4,32,6,19,0,0,0,70,19,24,44.2
Nabil Fekir,FRA,MF,Betis,La Liga,31,1993,2,0,0,0,3,7,0,10,0,2,0,0,0,3,0,2,0
Mattia Felici,ITA,"MF,FW",Cagliari,Serie A,23,2001,10.3,1,0,0,18,17,4,25,7,12,0,1,0,51,7,10,41.2
Luiz Felipe,ITA,DF,Marseille,Ligue 1,27,1997,1.4,1,0,0,1,0,0,0,3,3,0,0,0,2,3,3,50
João Félix,POR,"FW,MF",Chelsea,Premier League,24,1999,4.1,2,0,0,6,17,1,0,3,3,0,0,0,22,4,5,44.4
João Félix,POR,MF,Milan,Serie A,24,1999,8.4,3,0,0,12,30,2,5,1,6,0,0,0,30,7,7,50
Frank Feller,GER,GK,Heidenheim,Bundesliga,20,2004,1.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Kiko Femenía,ESP,DF,Villarreal,La Liga,33,1991,24.7,7,0,0,21,13,1,47,40,34,0,0,0,102,5,12,29.4
Evan Ferguson,IRL,FW,West Ham,Premier League,19,2004,1.7,0,0,0,1,2,0,0,1,1,0,0,0,8,5,10,33.3
Evan Ferguson,IRL,FW,Brighton,Premier League,19,2004,2.7,0,0,0,3,1,0,0,0,3,0,0,0,10,4,9,30.8
Lewis Ferguson,SCO,MF,Bologna,Serie A,24,1999,10.9,0,0,0,27,20,1,18,5,13,0,0,0,28,16,14,53.3
Zinedine Ferhat,ALG,"FW,MF",Angers,Ligue 1,31,1993,9.4,1,0,0,11,15,2,68,10,7,0,0,0,47,17,20,45.9
